SNo,Year,State_UT,City,Road_Classification,Mode_of_Transport,Total_Accidents,Persons_Injured,Persons_Killed,Accident_Cause,Time_of_Accident,Road_Condition,Light_Condition,Weather_Condition,Injury_Severity,Junction_Type,Source
407,2023,Nagaland,Nagaland,State Highway,Car/Jeep/Taxi,2030,4778,560,Drunk Driving,15:00-18:00,Wet,Dark - No Street Light,Foggy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
408,2019,Haryana,Gurgaon,City Roads,Bicycle,2590,5296,468,Wrong Side Driving,12:00-15:00,Under Repair,Dusk/Dawn,Misty,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
409,2021,Sikkim,Sikkim,National Highway,Bus,5856,7228,1716,Jumping Red Light,15:00-18:00,Potholed,Dusk/Dawn,Foggy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
410,2019,Jammu & Kashmir,Jammu,Other Roads,Others,7601,13164,2122,Poor Weather Visibility,09:00-12:00,Under Repair,Dusk/Dawn,Cloudy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
411,2020,Manipur,Manipur,Expressway,Others,2089,2430,342,Over Speeding,00:00-06:00,Potholed,Dark - Street Light On,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
412,2021,Delhi,New Delhi,City Roads,Bus,9468,12622,1841,Improper Lane Changing,12:00-15:00,Potholed,Dark - No Street Light,Clear,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
413,2022,Sikkim,Sikkim,State Highway,Truck/Lorry,10086,21355,2733,Vehicle Defect,06:00-09:00,Dry,Dark - No Street Light,Clear,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
414,2023,Goa,Goa,State Highway,Pedestrian,11251,10424,720,Drunk Driving,00:00-06:00,Dry,Dusk/Dawn,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
415,2020,Daman & Diu,Daman & Diu,National Highway,Others,3623,6069,716,Vehicle Defect,15:00-18:00,Flooded,Dark - No Street Light,Foggy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
416,2020,Uttarakhand,Uttarakhand,National Highway,Two-Wheeler,10555,18117,2389,Poor Weather Visibility,09:00-12:00,Flooded,Dusk/Dawn,Misty,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
417,2022,Jammu & Kashmir,Jammu,State Highway,Bus,11975,18840,656,Drunk Driving,15:00-18:00,Potholed,Dark - No Street Light,Misty,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
418,2021,Odisha,Rourkela,Expressway,Others,2917,4752,398,Jumping Red Light,18:00-21:00,Potholed,Dusk/Dawn,Rainy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
419,2019,Odisha,Rourkela,City Roads,Bicycle,9933,10189,909,Wrong Side Driving,12:00-15:00,Flooded,Dark - No Street Light,Rainy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
420,2022,West Bengal,Kolkata,Other Roads,Car/Jeep/Taxi,5695,4584,1248,Fatigue/Sleep,15:00-18:00,Dry,Dark - No Street Light,Foggy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
421,2020,Jammu & Kashmir,Srinagar,Other Roads,Others,8297,11484,1615,Over Speeding,00:00-06:00,Flooded,Dark - Street Light On,Foggy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
422,2020,Nagaland,Nagaland,Other Roads,Bus,8902,14432,555,Tyre Burst,18:00-21:00,Flooded,Dusk/Dawn,Rainy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
423,2023,Nagaland,Nagaland,National Highway,Others,4305,7630,790,Drunk Driving,15:00-18:00,Wet,Dark - Street Light On,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
424,2019,Uttarakhand,Uttarakhand,Expressway,Others,9558,15299,3108,Improper Lane Changing,18:00-21:00,Dry,Daylight,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
425,2022,Assam,Guwahati,National Highway,Truck/Lorry,5743,13135,1734,Poor Weather Visibility,15:00-18:00,Potholed,Dark - Street Light On,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
426,2021,Andhra Pradesh,Vijayawada,City Roads,Truck/Lorry,11261,25093,2136,Poor Weather Visibility,00:00-06:00,Wet,Dark - Street Light On,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
427,2022,Lakshadweep,Lakshadweep,Expressway,Car/Jeep/Taxi,8135,19696,2052,Fatigue/Sleep,18:00-21:00,Wet,Dark - No Street Light,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
428,2019,Uttar Pradesh,Lucknow,State Highway,Bus,2157,4811,368,Vehicle Defect,15:00-18:00,Dry,Dark - Street Light On,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
429,2023,Meghalaya,Meghalaya,Other Roads,Auto-Rickshaw,10646,24581,3396,Poor Weather Visibility,15:00-18:00,Wet,Daylight,Clear,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
430,2020,Uttar Pradesh,Agra,Expressway,Auto-Rickshaw,5507,10398,693,Improper Lane Changing,12:00-15:00,Potholed,Dusk/Dawn,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
431,2022,Tripura,Tripura,City Roads,Car/Jeep/Taxi,3165,5174,789,Vehicle Defect,09:00-12:00,Under Repair,Dark - Street Light On,Cloudy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
432,2019,Jharkhand,Jharkhand,Expressway,Car/Jeep/Taxi,6772,12354,2139,Vehicle Defect,09:00-12:00,Potholed,Dark - Street Light On,Misty,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
433,2020,Andhra Pradesh,Guntur,City Roads,Truck/Lorry,1867,3921,282,Vehicle Defect,21:00-24:00,Potholed,Dark - No Street Light,Misty,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
434,2023,Assam,Silchar,State Highway,Bicycle,9779,24116,1390,Over Speeding,09:00-12:00,Flooded,Dark - No Street Light,Cloudy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
435,2020,Karnataka,Mangaluru,Expressway,Bicycle,10110,11292,1914,Drunk Driving,00:00-06:00,Potholed,Dark - Street Light On,Rainy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
436,2019,Jammu & Kashmir,Jammu,State Highway,Others,9867,16759,2141,Jumping Red Light,15:00-18:00,Under Repair,Daylight,Clear,Fatal,Roundabout,data.gov.in - Ministry of Road Transport & Highways
437,2019,Arunachal Pradesh,Arunachal Pradesh,State Highway,Bus,6399,14403,2150,Poor Weather Visibility,15:00-18:00,Potholed,Dusk/Dawn,Cloudy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
438,2020,Andhra Pradesh,Tirupati,National Highway,Bicycle,9739,20676,1203,Over Speeding,12:00-15:00,Flooded,Dark - Street Light On,Foggy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
439,2022,Delhi,Central Delhi,Other Roads,Car/Jeep/Taxi,2719,5028,913,Wrong Side Driving,09:00-12:00,Under Repair,Dark - Street Light On,Clear,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
440,2020,Meghalaya,Meghalaya,City Roads,Truck/Lorry,1630,2938,309,Wrong Side Driving,15:00-18:00,Flooded,Daylight,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
441,2023,Daman & Diu,Daman & Diu,State Highway,Auto-Rickshaw,10035,10892,3406,Fatigue/Sleep,21:00-24:00,Wet,Dark - Street Light On,Misty,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
442,2020,Andhra Pradesh,Guntur,National Highway,Auto-Rickshaw,5625,10398,1934,Tyre Burst,09:00-12:00,Potholed,Dark - Street Light On,Foggy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
443,2021,Bihar,Muzaffarpur,Expressway,Bicycle,3001,3503,344,Over Speeding,21:00-24:00,Flooded,Dark - Street Light On,Misty,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
444,2022,Punjab,Jalandhar,City Roads,Car/Jeep/Taxi,2892,5246,684,Tyre Burst,09:00-12:00,Flooded,Dark - Street Light On,Foggy,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
445,2020,Odisha,Bhubaneswar,State Highway,Truck/Lorry,9219,13409,1263,Use of Mobile Phone,09:00-12:00,Flooded,Dark - No Street Light,Clear,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
446,2023,Chandigarh,Chandigarh,State Highway,Bus,4231,5793,302,Wrong Side Driving,18:00-21:00,Potholed,Dusk/Dawn,Clear,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
447,2021,Delhi,South Delhi,National Highway,Bicycle,7785,17941,2419,Poor Weather Visibility,06:00-09:00,Flooded,Dark - Street Light On,Rainy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
448,2021,Arunachal Pradesh,Arunachal Pradesh,Other Roads,Others,8902,14920,2567,Drunk Driving,18:00-21:00,Flooded,Dark - No Street Light,Foggy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
449,2023,West Bengal,Durgapur,Other Roads,Bus,6692,13011,1230,Poor Weather Visibility,00:00-06:00,Wet,Daylight,Foggy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
450,2023,Chhattisgarh,Raipur,State Highway,Bus,10284,19534,1894,Jumping Red Light,18:00-21:00,Wet,Dark - No Street Light,Clear,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
451,2021,Uttarakhand,Uttarakhand,City Roads,Truck/Lorry,6339,9366,2098,Use of Mobile Phone,00:00-06:00,Flooded,Daylight,Foggy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
452,2019,Punjab,Patiala,City Roads,Truck/Lorry,3604,8519,870,Use of Mobile Phone,12:00-15:00,Potholed,Dusk/Dawn,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
453,2020,Odisha,Bhubaneswar,Other Roads,Bus,2915,6131,590,Fatigue/Sleep,00:00-06:00,Potholed,Dusk/Dawn,Cloudy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
454,2022,Odisha,Bhubaneswar,State Highway,Two-Wheeler,10644,19269,563,Poor Weather Visibility,15:00-18:00,Dry,Dusk/Dawn,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
455,2020,Mizoram,Mizoram,Other Roads,Bicycle,11583,13333,1754,Vehicle Defect,12:00-15:00,Flooded,Dark - No Street Light,Rainy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
456,2023,Chandigarh,Chandigarh,City Roads,Pedestrian,11133,25496,3256,Jumping Red Light,18:00-21:00,Flooded,Dark - Street Light On,Rainy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
457,2020,Kerala,Kochi,Expressway,Car/Jeep/Taxi,1681,1838,155,Tyre Burst,12:00-15:00,Under Repair,Dusk/Dawn,Rainy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
458,2023,Meghalaya,Meghalaya,State Highway,Auto-Rickshaw,9080,15272,2205,Use of Mobile Phone,15:00-18:00,Wet,Dark - No Street Light,Foggy,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
459,2021,Ladakh,Ladakh,State Highway,Bicycle,8851,21149,1904,Drunk Driving,21:00-24:00,Wet,Dusk/Dawn,Rainy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
460,2022,Meghalaya,Meghalaya,Expressway,Two-Wheeler,164,162,39,Fatigue/Sleep,12:00-15:00,Dry,Daylight,Cloudy,No Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
461,2023,West Bengal,Durgapur,City Roads,Car/Jeep/Taxi,4435,10361,342,Tyre Burst,21:00-24:00,Under Repair,Dark - No Street Light,Misty,Fatal,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
462,2019,Manipur,Manipur,National Highway,Truck/Lorry,1472,2635,343,Vehicle Defect,12:00-15:00,Wet,Dark - Street Light On,Clear,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
463,2023,Jharkhand,Jharkhand,City Roads,Bicycle,6984,15127,1759,Over Speeding,09:00-12:00,Potholed,Daylight,Misty,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
464,2023,Bihar,Patna,City Roads,Bicycle,1484,2244,382,Bad Road Condition,18:00-21:00,Dry,Dark - No Street Light,Foggy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
465,2020,Delhi,West Delhi,Other Roads,Auto-Rickshaw,11961,19143,2719,Improper Lane Changing,18:00-21:00,Dry,Dusk/Dawn,Misty,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
466,2023,Dadra & Nagar Haveli,Dadra & Nagar Haveli,National Highway,Car/Jeep/Taxi,787,1129,251,Improper Lane Changing,15:00-18:00,Potholed,Dark - No Street Light,Foggy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
467,2021,Odisha,Rourkela,State Highway,Others,10237,11745,1479,Use of Mobile Phone,06:00-09:00,Dry,Dusk/Dawn,Rainy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
468,2023,Sikkim,Sikkim,City Roads,Truck/Lorry,11186,23812,2002,Use of Mobile Phone,12:00-15:00,Under Repair,Daylight,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
469,2022,Kerala,Kozhikode,State Highway,Car/Jeep/Taxi,9953,12423,1730,Over Speeding,15:00-18:00,Potholed,Dark - No Street Light,Rainy,Minor Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
470,2020,Telangana,Hyderabad,State Highway,Auto-Rickshaw,11594,24155,1930,Fatigue/Sleep,06:00-09:00,Under Repair,Daylight,Foggy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
471,2020,Jammu & Kashmir,Srinagar,National Highway,Pedestrian,88,119,29,Improper Lane Changing,15:00-18:00,Wet,Dark - Street Light On,Rainy,Grievous Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
472,2023,Tamil Nadu,Madurai,National Highway,Bus,11673,17712,3652,Fatigue/Sleep,06:00-09:00,Flooded,Dark - No Street Light,Rainy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
473,2020,Nagaland,Nagaland,National Highway,Car/Jeep/Taxi,6869,14231,2391,Poor Weather Visibility,21:00-24:00,Dry,Dusk/Dawn,Clear,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
474,2022,Dadra & Nagar Haveli,Dadra & Nagar Haveli,National Highway,Truck/Lorry,2160,2294,126,Over Speeding,21:00-24:00,Under Repair,Dark - No Street Light,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
475,2021,Gujarat,Vadodara,National Highway,Bus,1381,1465,313,Use of Mobile Phone,21:00-24:00,Wet,Daylight,Rainy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
476,2020,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Other Roads,Truck/Lorry,3409,5385,370,Vehicle Defect,12:00-15:00,Under Repair,Daylight,Rainy,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
477,2020,Andaman & Nicobar Islands,Andaman & Nicobar Islands,City Roads,Bus,5712,6400,1456,Jumping Red Light,00:00-06:00,Flooded,Dusk/Dawn,Rainy,No Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
478,2022,Telangana,Hyderabad,State Highway,Bus,8827,17286,2685,Fatigue/Sleep,18:00-21:00,Potholed,Dark - Street Light On,Clear,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
479,2020,Bihar,Patna,National Highway,Car/Jeep/Taxi,6685,5872,803,Bad Road Condition,15:00-18:00,Dry,Daylight,Clear,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
480,2019,Gujarat,Ahmedabad,Expressway,Two-Wheeler,545,690,115,Jumping Red Light,21:00-24:00,Flooded,Dark - No Street Light,Misty,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
481,2023,Kerala,Kochi,State Highway,Truck/Lorry,7598,7106,1190,Drunk Driving,21:00-24:00,Wet,Daylight,Misty,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
482,2020,Maharashtra,Aurangabad,State Highway,Auto-Rickshaw,6704,9086,1664,Bad Road Condition,18:00-21:00,Wet,Dark - No Street Light,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
483,2022,Nagaland,Nagaland,Expressway,Bicycle,4097,5594,808,Wrong Side Driving,15:00-18:00,Potholed,Dusk/Dawn,Cloudy,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
484,2020,West Bengal,Kolkata,City Roads,Bicycle,634,1246,194,Wrong Side Driving,15:00-18:00,Flooded,Dark - No Street Light,Clear,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
485,2019,West Bengal,Asansol,Expressway,Bicycle,4881,7998,314,Vehicle Defect,15:00-18:00,Potholed,Dark - No Street Light,Foggy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
486,2020,Assam,Guwahati,State Highway,Bicycle,6673,7697,1154,Fatigue/Sleep,15:00-18:00,Flooded,Dark - Street Light On,Clear,Grievous Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
487,2019,Haryana,Rohtak,Other Roads,Bus,9707,17135,1752,Jumping Red Light,06:00-09:00,Under Repair,Dark - Street Light On,Foggy,No Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
488,2023,Arunachal Pradesh,Arunachal Pradesh,State Highway,Bus,10610,25091,2926,Over Speeding,06:00-09:00,Under Repair,Dark - No Street Light,Clear,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
489,2019,Chandigarh,Chandigarh,Other Roads,Car/Jeep/Taxi,11458,13305,2196,Poor Weather Visibility,21:00-24:00,Flooded,Dusk/Dawn,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
490,2022,Karnataka,Mangaluru,Other Roads,Auto-Rickshaw,6661,6024,700,Use of Mobile Phone,12:00-15:00,Under Repair,Dark - Street Light On,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
491,2023,Telangana,Warangal,Expressway,Truck/Lorry,8998,17309,1903,Drunk Driving,00:00-06:00,Under Repair,Dark - Street Light On,Misty,Minor Injury,T-Junction,data.gov.in - Ministry of Road Transport & Highways
492,2023,Haryana,Panipat,State Highway,Pedestrian,1930,2417,465,Bad Road Condition,12:00-15:00,Under Repair,Dark - No Street Light,Cloudy,Grievous Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
493,2022,Haryana,Faridabad,National Highway,Bus,11850,12436,3687,Tyre Burst,00:00-06:00,Under Repair,Dusk/Dawn,Foggy,Minor Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
494,2023,West Bengal,Asansol,City Roads,Pedestrian,8691,9908,703,Use of Mobile Phone,09:00-12:00,Wet,Dark - No Street Light,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
495,2020,Madhya Pradesh,Gwalior,National Highway,Two-Wheeler,5016,10408,1510,Wrong Side Driving,00:00-06:00,Dry,Dark - No Street Light,Rainy,No Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
496,2020,Chhattisgarh,Raipur,National Highway,Auto-Rickshaw,635,1361,133,Wrong Side Driving,15:00-18:00,Dry,Dark - No Street Light,Rainy,Grievous Injury,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
497,2020,Karnataka,Mysuru,City Roads,Pedestrian,5364,7039,1638,Bad Road Condition,06:00-09:00,Under Repair,Dark - No Street Light,Foggy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
498,2021,Chandigarh,Chandigarh,Other Roads,Car/Jeep/Taxi,6393,7212,1624,Fatigue/Sleep,09:00-12:00,Dry,Dark - No Street Light,Rainy,Minor Injury,No Junction,data.gov.in - Ministry of Road Transport & Highways
499,2019,Lakshadweep,Lakshadweep,Other Roads,Bus,10849,16111,2813,Improper Lane Changing,09:00-12:00,Flooded,Dark - Street Light On,Rainy,Minor Injury,Roundabout,data.gov.in - Ministry of Road Transport & Highways
500,2022,Haryana,Panipat,Expressway,Two-Wheeler,3864,5845,1180,Improper Lane Changing,18:00-21:00,Under Repair,Dark - Street Light On,Misty,Fatal,T-Junction,data.gov.in - Ministry of Road Transport & Highways
501,2021,Dadra & Nagar Haveli,Dadra & Nagar Haveli,State Highway,Pedestrian,10125,24406,1855,Improper Lane Changing,06:00-09:00,Under Repair,Daylight,Cloudy,Fatal,Four-Arm Junction,data.gov.in - Ministry of Road Transport & Highways
502,2021,Puducherry,Puducherry,State Highway,Bus,3343,7662,1095,Tyre Burst,18:00-21:00,Wet,Dusk/Dawn,Cloudy,Fatal,No Junction,data.gov.in - Ministry of Road Transport & Highways
503,2021,Puducherry,Puducherry,Other Roads,Pedestrian,5049,8363,862,Use of Mobile Phone,21:00-24:00,Flooded,Dark - No Street Light,Clear,No Injury,Y-Junction,data.gov.in - Ministry of Road Transport & Highways
